NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2015;11;RO;1100205;Porto Velho;11000058;CENTRO DE ENSINO CLASSE A;4;1;137;0;130;94,89;591,64;652,34;604,53;627,66;732,00;NA;NA;Grupo 6;67,5;78,46;96,1;3,9;0,0;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11000171;CENTRO EDUCACIONAL MOJUCA;4;1;20;1;17;85,00;458,46;533,51;472,62;459,72;507,82;NA;NA;Grupo 4;58,3;70,59;94,6;5,4;0,0;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11000198;CENTRO EDUCACIONAL OBJETIVO;4;1;39;0;37;94,87;529,05;583,87;547,11;507,22;652,43;NA;NA;Grupo 5;67,7;40,54;90,1;9,9;0,0;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11000244;COLEGIO DOM BOSCO;4;1;55;1;49;89,09;508,74;586,45;531,35;529,87;591,84;NA;NA;Grupo 5;56,0;81,63;88,7;10,5;0,8;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11000252;CENTRO EDUCACIONAL OBJETIVO - UNIDADE JARDIM AMERICA;4;1;26;0;23;88,46;523,38;591,66;563,45;528,93;583,48;NA;NA;Grupo 5;72,7;52,17;84,5;13,1;2,4;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11000260;COLEGIO TIRADENTES DA POLICIA MILITAR DO ESTADO DE RONDONIA EEEFM TIRADENTES;2;1;97;0;96;98,97;505,77;582,16;527,39;492,85;580,83;NA;NA;Grupo 5;53,6;85,42;89,2;10,8;0,0;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11000317;EEEFM JOSE OTINO DE FREITAS;2;1;44;0;38;86,36;484,43;540,06;489,87;456,92;543,68;NA;NA;Grupo 4;73,9;63,16;73,9;22,2;3,9;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11000350;COLEGIO ADVENTISTA DE PORTO VELHO;4;1;34;0;29;85,29;480,60;591,92;532,11;486,22;602,07;NA;NA;Grupo 4;46,2;58,62;88,7;9,9;1,4;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11000384;EEEFM 4 DE JANEIRO;2;1;75;1;59;78,67;450,47;517,74;469,17;417,62;518,64;NA;NA;Grupo 3;62,9;64,41;54,9;44,8;0,3;De 61 a 90 alunos
2015;11;RO;1100205;Porto Velho;11000457;EEEFM PROFESSORA ANTONIA VIEIRA FROTA;2;2;41;0;22;53,66;443,09;483,86;452,40;429,04;415,45;NA;NA;Grupo 3;34,6;72,73;75,5;6,5;18,0;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11000597;EEEFM BELA VISTA;2;1;24;0;21;87,50;468,48;544,43;458,62;411,69;530,48;NA;NA;Grupo 3;63,3;76,19;64,9;35,1;0,0;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11000678;EEEFM BRASILIA;2;1;33;0;24;72,73;472,76;534,78;490,27;446,60;535,83;NA;NA;Grupo 4;48,3;79,17;81,6;11,4;7,0;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11000708;EEEFM CAP CLAUDIO MANOEL DA COSTA;2;1;28;0;19;67,86;459,87;535,76;482,23;428,72;547,37;NA;NA;Grupo 3;74,4;78,95;70,8;15,6;13,6;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11000856;EEEFM PROFESSOR DANIEL NERI DA SILVA;2;1;72;0;57;79,17;452,59;528,72;469,43;438,82;502,46;NA;NA;Grupo 3;68,3;78,95;78,7;18,8;2,5;De 61 a 90 alunos
2015;11;RO;1100205;Porto Velho;11000880;CENTRO EDUCACIONAL DR GILBERTO MENDES DE AZEVEDO;4;1;61;0;55;90,16;493,02;584,24;525,74;496,47;625,82;NA;NA;Grupo 4;62,7;89,09;92,0;7,7;0,3;De 61 a 90 alunos
2015;11;RO;1100205;Porto Velho;11000937;EEEFM DR OSVALDO PIANA;2;1;30;0;18;60,00;426,87;526,51;489,06;427,48;511,11;NA;NA;Grupo 3;66,7;100,00;79,3;5,3;15,4;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11001046;EEEFM ESTUDO E TRABALHO;2;1;106;0;57;53,77;448,51;538,48;484,67;436,36;512,28;NA;NA;Grupo 3;50,8;57,89;61,8;20,8;17,4;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11001119;EEEFM GOV ARAUJO LIMA;2;1;27;0;24;88,89;443,52;539,70;490,61;423,70;516,67;NA;NA;Grupo 4;61,7;58,33;73,7;22,8;3,5;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11001135;EEEFM GOV PETRONIO BARCELOS;2;1;31;2;30;96,77;470,84;539,21;491,01;464,22;496,00;NA;NA;Grupo 4;61,5;76,67;72,3;27,7;0,0;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11001283;EEEFM JOHN KENNEDY;2;1;28;0;25;89,29;478,66;547,20;503,59;455,35;552,00;NA;NA;Grupo 4;75,5;44,00;59,9;39,0;1,1;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11001305;EEEFM JORGE TEIXEIRA DE OLIVEIRA;2;1;31;0;17;54,84;434,98;554,05;461,81;424,42;508,24;NA;NA;Grupo 3;64,1;82,35;55,2;24,1;20,7;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11001640;EEEFM MURILO BRAGA;2;1;35;0;27;77,14;442,74;517,14;467,03;418,15;528,89;NA;NA;Grupo 4;60,3;37,04;85,4;5,0;9,6;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11002018;EEEFM PROF FLORA CALHEIROS COTRIN;2;1;87;0;57;65,52;447,91;526,89;465,87;409,78;486,32;NA;NA;Grupo 3;58,0;89,47;62,9;14,7;22,4;De 61 a 90 alunos
2015;11;RO;1100205;Porto Velho;11002123;EEEFM RISOLETA NEVES;2;1;95;0;70;73,68;443,22;523,88;477,60;428,41;522,00;NA;NA;Grupo 3;63,8;55,71;58,5;18,7;22,8;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11002255;E E E F M SAO LUIZ;2;1;23;4;20;86,96;463,45;527,79;481,08;414,95;515,00;NA;NA;Grupo 3;46,2;65,00;49,4;49,0;1,6;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11002468;EEEFM BARAO DO SOLIMOES;2;1;41;1;38;92,68;474,17;567,15;525,42;477,28;580,00;NA;NA;Grupo 4;34,3;71,05;82,8;17,2;0,0;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11002484;EEEM MAJOR GUAPINDAIA;2;1;274;0;223;81,39;466,01;548,57;502,44;445,54;554,80;NA;NA;Grupo 3;65,5;39,46;74,4;16,0;9,6;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11002506;EEEFM MARECHAL CASTELO BRANCO;2;1;67;0;62;92,54;463,75;564,11;504,10;458,63;562,90;NA;NA;Grupo 4;61,7;70,97;55,6;24,0;20,4;De 61 a 90 alunos
2015;11;RO;1100205;Porto Velho;11002514;EEEFM PROF ORLANDO FREIRE;2;1;81;0;54;66,67;443,49;535,96;481,31;439,32;530,37;NA;NA;Grupo 3;62,6;68,52;66,1;17,5;16,4;De 61 a 90 alunos
2015;11;RO;1100205;Porto Velho;11002522;EEEFM PROF EDUARDO LIMA E SILVA;2;1;97;0;63;64,95;452,51;517,53;464,80;425,70;506,98;NA;NA;Grupo 3;51,5;66,67;63,6;19,7;16,7;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11002549;EEEFM RIO BRANCO;2;1;41;0;35;85,37;454,46;532,06;491,50;425,21;533,14;NA;NA;Grupo 4;65,9;60,00;39,5;60,2;0,3;De 31 a 60 alunos
2015;11;RO;1100205;Porto Velho;11003065;IEE CARMELA DUTRA;2;1;289;3;243;84,08;462,29;546,49;495,29;446,17;552,67;NA;NA;Grupo 4;50,6;48,97;86,4;4,4;9,2;Maior que 90 alunos
2015;11;RO;1100205;Porto Velho;11003081;INSTITUTO LAURA VICUNA;4;1;24;0;24;100,00;500,34;589,95;545,20;489,52;595,00;NA;NA;Grupo 5;52,9;79,17;92,6;7,4;0,0;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11003090;INSTITUTO MARIA AUXILIADORA;4;1;23;0;22;95,65;454,62;555,10;516,42;445,70;592,73;NA;NA;Grupo 4;60,5;77,27;91,6;8,4;0,0;De 1 a 30 alunos
2015;11;RO;1100205;Porto Velho;11003413;EEEFM GENERAL OSORIO;2;2;39;0;20;51,28;427,30;495,80;448,83;385,17;439,00;NA;NA;Grupo 2;40,0;90,00;80,9;6,9;12,2;De 31 a 60 alunos
2015;11;RO;1100338;Nova Mamoré;11003979;EEEFM CASIMIRO DE ABREU;2;1;75;0;45;60,00;464,73;530,37;482,51;427,32;494,67;NA;NA;Grupo 3;50,0;62,22;76,5;14,3;9,2;De 61 a 90 alunos
2015;11;RO;1100338;Nova Mamoré;11004274;EEEFM PROFESSOR SALOMAO SILVA;2;1;20;0;15;75,00;471,23;545,93;497,79;441,43;508,00;NA;NA;Grupo 3;46,2;86,67;81,3;16,7;2,0;De 1 a 30 alunos
2015;11;RO;1100452;Buritis;11004428;EEEFM BURITI;2;1;149;0;97;65,10;453,91;550,36;476,58;435,30;506,19;NA;NA;Grupo 3;63,5;78,35;87,2;12,8;0,0;Maior que 90 alunos
2015;11;RO;1100809;Candeias do Jamari;11005041;E E E F M CARLOS DRUMMOND DE ANDRADE;2;1;116;0;76;65,52;464,37;534,18;485,83;440,66;493,68;NA;NA;Grupo 3;54,8;78,95;67,2;12,1;20,7;Maior que 90 alunos
2015;11;RO;1101104;Itapuã do Oeste;11005360;EEEFM PAULO FREIRE;2;1;49;0;31;63,27;465,79;555,95;481,85;443,39;501,29;NA;NA;Grupo 3;62,0;83,87;62,1;20,4;17,5;De 31 a 60 alunos
2015;11;RO;1100080;Costa Marques;11005823;EEEFM ANGELINA DOS ANJOS;2;1;81;0;45;55,56;434,48;505,28;436,88;399,34;473,78;NA;NA;Grupo 2;44,9;82,22;77,5;10,1;12,4;De 61 a 90 alunos
2015;11;RO;1100106;Guajará-Mirim;11005939;EEEFM ALKINDAR BRASIL DE AROUCA;2;1;54;0;47;87,04;457,83;528,08;483,44;435,35;499,15;NA;NA;Grupo 3;47,0;57,45;80,8;19,2;0,0;De 31 a 60 alunos
2015;11;RO;1100106;Guajará-Mirim;11006595;EPEFM TOUFIA TANOUS BOUCHABKI;4;1;12;0;12;100,00;497,77;571,22;532,06;507,85;543,33;NA;NA;Grupo 5;52,4;91,67;92,7;7,3;0,0;De 1 a 30 alunos
2015;11;RO;1100106;Guajará-Mirim;11006617;EEEFM IRMA MARIA CELESTE;2;1;50;0;39;78,00;436,64;544,03;493,95;425,66;482,56;NA;NA;Grupo 3;55,8;84,62;67,8;30,0;2,2;De 31 a 60 alunos
2015;11;RO;1100106;Guajará-Mirim;11006633;EEEFM ROCHA LEAL;2;1;78;1;48;61,54;443,69;518,53;467,97;415,54;488,04;NA;NA;Grupo 3;31,4;64,58;89,2;2,7;8,1;De 61 a 90 alunos
2015;11;RO;1100106;Guajará-Mirim;11006641;EEEFM SIMON BOLIVAR;2;1;59;0;51;86,44;455,75;539,42;490,05;421,68;513,73;NA;NA;Grupo 3;56,2;62,75;74,7;15,0;10,3;De 31 a 60 alunos
2015;11;RO;1100106;Guajará-Mirim;11006684;IEE PAULO SALDANHA;2;1;52;0;48;92,31;442,99;528,02;469,06;427,23;515,42;NA;NA;Grupo 3;40,0;56,25;88,1;8,7;3,2;De 31 a 60 alunos
2015;11;RO;1100106;Guajará-Mirim;11006706;CENTRO EDUCACIONAL INOVACAO;4;1;11;0;10;90,91;464,71;574,88;536,37;464,98;600,00;NA;NA;Grupo 4;30,8;70,00;100,0;0,0;0,0;De 1 a 30 alunos
2015;11;RO;1100023;Ariquemes;11006773;EEEFM CORA CORALINA;2;1;95;0;52;54,74;459,27;527,68;474,39;427,60;485,38;NA;NA;Grupo 3;55,7;75,00;54,5;32,4;13,1;Maior que 90 alunos
2015;11;RO;1100023;Ariquemes;11006889;EEEFM ANISIO TEIXEIRA;2;1;60;0;30;50,00;450,72;529,07;473,84;436,60;462,67;NA;NA;Grupo 3;57,3;63,33;72,8;12,0;15,2;De 31 a 60 alunos
2015;11;RO;1100023;Ariquemes;11007656;COLEGIO DINAMICO EDUCACAO BASICA;4;1;48;1;39;81,25;538,73;592,70;519,77;590,97;625,13;NA;NA;Grupo 5;65,4;71,79;94,8;4,1;1,1;De 31 a 60 alunos
2015;11;RO;1100023;Ariquemes;11007885;EEEFM HEITOR VILLA LOBOS;2;1;259;2;211;81,47;475,49;554,20;496,25;459,81;534,98;NA;NA;Grupo 3;63,3;70,14;73,7;18,6;7,7;Maior que 90 alunos
2015;11;RO;1100023;Ariquemes;11007893;EEEFM RICARDO CANTANHEDE;2;1;367;5;202;55,04;457,17;536,95;470,12;435,18;484,16;NA;NA;Grupo 3;53,5;85,15;78,8;10,7;10,5;Maior que 90 alunos
2015;11;RO;1100130;Machadinho D'Oeste;11008008;EEEFM ALBERTO NEPOMUCENO;2;1;39;0;29;74,36;476,54;558,52;506,27;445,21;500,69;NA;NA;Grupo 3;36,0;0,00;88,9;10,5;0,6;De 31 a 60 alunos
2015;11;RO;1100130;Machadinho D'Oeste;11009080;EEEFM JOAQUIM PEREIRA DA ROCHA;2;1;102;0;61;59,80;469,98;537,46;480,39;441,78;518,36;NA;NA;Grupo 3;48,9;67,21;70,2;17,6;12,2;Maior que 90 alunos
2015;11;RO;1100262;Rio Crespo;11009306;EEEFM FRANCISCO MIGNONE;2;1;40;0;29;72,50;445,44;528,73;470,96;421,40;476,55;NA;NA;Grupo 3;51,2;75,86;73,4;13,7;12,9;De 31 a 60 alunos
2015;11;RO;1100601;Cacaulândia;11010290;EEEFM FREI HENRIQUE DE COIMBRA;2;1;55;0;32;58,18;470,23;539,53;464,77;420,88;476,88;NA;NA;Grupo 3;58,5;100,00;61,8;28,1;10,1;De 31 a 60 alunos
2015;11;RO;1101401;Monte Negro;11010665;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;2;1;138;2;85;61,59;461,76;541,98;475,59;440,33;480,71;NA;NA;Grupo 3;65,6;84,71;85,2;9,0;5,8;Maior que 90 alunos
2015;11;RO;1100114;Jaru;11011491;EEEFM CAPITAO SILVIO DE FARIAS;2;1;167;2;119;71,26;470,34;551,81;494,94;449,43;497,98;NA;NA;Grupo 3;57,4;68,91;85,4;9,0;5,6;Maior que 90 alunos
2015;11;RO;1100114;Jaru;11011661;EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS;2;1;39;0;25;64,10;487,67;540,42;487,42;445,97;538,40;NA;NA;Grupo 3;49,6;80,00;65,3;18,5;16,2;De 31 a 60 alunos
2015;11;RO;1100114;Jaru;11012684;EEEFM RAIMUNDO CANTANHEDE;2;1;37;0;24;64,86;464,87;559,80;492,87;448,24;480,00;NA;NA;Grupo 3;54,7;50,00;60,2;19,9;19,9;De 31 a 60 alunos
2015;11;RO;1100114;Jaru;11012994;EEEFM PLACIDO DE CASTRO;2;1;164;2;103;62,80;458,56;535,99;473,00;445,30;491,65;NA;NA;Grupo 3;45,1;66,99;79,0;13,6;7,4;Maior que 90 alunos
2015;11;RO;1100122;Ji-Paraná;11013141;CENTRO EDUCACIONAL SAO PAULO - CEDUSP;4;1;26;0;19;73,08;500,02;559,35;494,16;485,22;600,00;NA;NA;Grupo 5;76,9;68,42;98,4;1,6;0,0;De 1 a 30 alunos
2015;11;RO;1100122;Ji-Paraná;11013737;COLEGIO ADVENTISTA DE JI-PARANA;4;1;28;0;21;75,00;512,90;595,35;554,06;522,86;578,10;NA;NA;Grupo 5;38,5;0,00;95,4;4,6;0,0;De 1 a 30 alunos
2015;11;RO;1100122;Ji-Paraná;11014156;EEEFM JANETE CLAIR;2;1;53;0;30;56,60;449,76;535,14;465,84;450,59;501,33;NA;NA;Grupo 3;53,1;80,00;91,0;2,0;7,0;De 31 a 60 alunos
2015;11;RO;1100122;Ji-Paraná;11014431;EEEFM MARCOS BISPO SILVA;2;1;102;0;65;63,73;450,07;547,16;472,94;454,46;497,85;NA;NA;Grupo 3;58,8;72,31;70,4;13,5;16,1;Maior que 90 alunos
2015;11;RO;1100122;Ji-Paraná;11015144;EEEFM RIO URUPA;2;1;29;0;22;75,86;461,21;563,78;501,55;438,00;542,73;NA;NA;Grupo 3;50,0;40,91;61,1;15,3;23,6;De 1 a 30 alunos
2015;11;RO;1100122;Ji-Paraná;11015500;EEEFM TUPA;2;2;19;0;14;73,68;451,49;549,89;478,11;455,07;494,29;NA;NA;Grupo 3;54,5;78,57;89,7;3,4;6,9;De 1 a 30 alunos
2015;11;RO;1100122;Ji-Paraná;11015608;EEEFM ALUIZIO FERREIRA;2;1;133;2;83;62,41;452,30;535,51;481,06;426,20;494,94;NA;NA;Grupo 3;60,9;71,08;75,2;10,6;14,2;Maior que 90 alunos
2015;11;RO;1100122;Ji-Paraná;11015616;EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA;2;2;32;1;28;87,50;460,73;534,74;478,23;432,43;490,00;NA;NA;Grupo 3;47,2;82,14;92,9;3,6;3,5;De 31 a 60 alunos
2015;11;RO;1100122;Ji-Paraná;11015624;EEEFM GONCALVES DIAS;2;1;94;0;80;85,11;486,64;548,62;493,37;452,38;523,50;NA;NA;Grupo 4;65,4;66,25;87,4;11,7;0,9;Maior que 90 alunos
2015;11;RO;1100122;Ji-Paraná;11015632;EEEFM JULIO GUERRA;2;1;87;2;63;72,41;461,45;534,49;482,40;446,87;508,89;NA;NA;Grupo 3;43,0;61,90;65,5;21,4;13,1;De 61 a 90 alunos
2015;11;RO;1100122;Ji-Paraná;11015667;EEEFM LAURO BENNO PREDIGER;2;1;23;0;15;65,22;444,49;561,18;490,04;440,64;529,33;NA;NA;Grupo 3;50,0;60,00;80,5;9,7;9,8;De 1 a 30 alunos
2015;11;RO;1100122;Ji-Paraná;11015683;EEEFM PROF JOSE FRANCISCO DOS SANTOS;2;1;48;0;33;68,75;450,93;540,37;473,39;445,38;496,36;NA;NA;Grupo 3;56,2;48,48;67,8;8,7;23,5;De 31 a 60 alunos
2015;11;RO;1100155;Ouro Preto do Oeste;11016248;COLEGIO UNEOURO;4;1;12;0;11;91,67;507,30;573,78;523,35;500,13;460,00;NA;NA;Grupo 5;46,2;90,91;100,0;0,0;0,0;De 1 a 30 alunos
2015;11;RO;1100155;Ouro Preto do Oeste;11016507;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;2;1;22;0;17;77,27;426,35;534,09;475,54;431,70;505,88;NA;NA;Grupo 3;44,4;76,47;81,5;18,5;0,0;De 1 a 30 alunos
2015;11;RO;1101435;Nova União;11017120;EEEFM MARIA GORETTI;2;1;68;0;37;54,41;442,92;531,05;455,79;433,40;470,81;NA;NA;Grupo 3;42,3;81,08;77,1;13,5;9,4;De 61 a 90 alunos
2015;11;RO;1100155;Ouro Preto do Oeste;11017201;EEEFM MONTEIRO LOBATO;2;1;25;0;21;84,00;464,30;531,29;476,42;433,15;508,57;NA;NA;Grupo 3;56,4;42,86;84,3;12,4;3,3;De 1 a 30 alunos
2015;11;RO;1101559;Teixeirópolis;11017384;EEEFM PIONEIRA;2;1;36;0;21;58,33;432,76;523,85;458,06;427,84;470,48;NA;NA;Grupo 3;16,4;90,48;77,2;12,0;10,8;De 31 a 60 alunos
2015;11;RO;1100155;Ouro Preto do Oeste;11017775;EEEFM 28 DE NOVEMBRO;2;1;97;1;67;69,07;471,11;552,21;484,85;473,70;527,16;NA;NA;Grupo 3;70,0;62,69;56,0;26,6;17,4;Maior que 90 alunos
2015;11;RO;1100155;Ouro Preto do Oeste;11017791;EEEFM JOAQUIM DE LIMA AVELINO;2;1;76;2;58;76,32;474,76;555,34;500,43;465,41;505,86;NA;NA;Grupo 3;72,0;75,86;78,0;16,0;6,0;De 61 a 90 alunos
2015;11;RO;1100254;Presidente Médici;11018089;EEEFM CARLOS DRUMOND DE ANDRADE;2;1;48;0;35;72,92;471,43;535,45;471,26;435,10;541,71;NA;NA;Grupo 3;64,1;45,71;88,7;10,7;0,6;De 31 a 60 alunos
2015;11;RO;1100254;Presidente Médici;11018216;EEEFM DONA BENTA;2;2;17;0;14;82,35;474,29;538,24;466,49;462,58;447,14;NA;NA;Grupo 2;32,7;71,43;83,6;6,6;9,8;De 1 a 30 alunos
2015;11;RO;1100254;Presidente Médici;11018810;EEEFM PROF PAULO FREIRE;2;1;92;0;74;80,43;460,25;550,22;483,04;447,81;481,89;NA;NA;Grupo 3;43,9;82,43;69,0;31,0;0,0;Maior que 90 alunos
2015;11;RO;1100254;Presidente Médici;11018950;EEEFM PRESIDENTE EMILIO GARRASTAZU MEDICI;2;1;58;0;48;82,76;460,66;543,74;486,68;449,61;489,17;NA;NA;Grupo 3;50,0;79,17;87,6;12,4;0,0;De 31 a 60 alunos
2015;11;RO;1101302;Mirante da Serra;11019956;INSTITUTO ADVENTISTA DA AMAZONIA OCIDENTAL;4;2;32;0;28;87,50;494,99;567,15;509,48;501,14;530,00;NA;NA;Grupo 3;50,0;57,14;96,2;3,8;0,0;De 31 a 60 alunos
2015;11;RO;1101708;Urupá;11020504;EEEFM ALTAMIR BILLY SOARES;2;1;104;0;68;65,38;455,46;536,74;470,70;440,10;508,53;NA;NA;Grupo 3;49,0;79,41;83,1;10,0;6,9;Maior que 90 alunos
2015;11;RO;1101807;Vale do Paraíso;11021403;EEEFM TUBARAO;2;1;76;0;44;57,89;473,14;543,43;493,22;470,43;521,82;NA;NA;Grupo 3;35,3;86,36;79,5;10,5;10,0;De 61 a 90 alunos
2015;11;RO;1100148;Nova Brasilândia D'Oeste;11022221;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;2;1;176;1;117;66,48;466,81;555,07;481,68;465,78;486,67;NA;NA;Grupo 2;63,0;89,74;62,6;16,3;21,1;Maior que 90 alunos
2015;11;RO;1100346;Alvorada D'Oeste;11023660;EEEFM JOAQUIM XAVIER DE OLIVEIRA;2;1;25;0;16;64,00;436,86;519,75;457,85;424,29;422,50;NA;NA;Grupo 3;61,5;68,75;91,7;7,1;1,2;De 1 a 30 alunos
2015;11;RO;1101500;Seringueiras;11024097;EEEFM OSWALDO PIANA;2;1;129;1;65;50,39;456,74;535,36;465,74;450,31;447,69;NA;NA;Grupo 3;34,9;83,08;89,2;10,8;0,0;Maior que 90 alunos
2015;11;RO;1100379;Alto Alegre dos Parecis;11024437;EEEFM ARTUR DA COSTA E SILVA;2;1;129;0;85;65,89;470,12;543,55;482,69;438,20;501,41;NA;NA;Grupo 3;42,4;90,59;86,0;5,4;8,6;Maior que 90 alunos
2015;11;RO;1100015;Alta Floresta D'Oeste;11024968;EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA;2;1;72;2;49;68,06;456,58;539,79;483,32;438,99;501,22;NA;NA;Grupo 3;54,5;69,39;89,9;3,7;6,4;De 61 a 90 alunos
2015;11;RO;1100015;Alta Floresta D'Oeste;11025638;EEEFM PADRE EZEQUIEL RAMIN;2;1;175;0;102;58,29;453,24;524,89;458,01;438,05;467,25;NA;NA;Grupo 3;47,7;88,24;83,6;3,1;13,3;Maior que 90 alunos
2015;11;RO;1100049;Cacoal;11025670;CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS;4;1;37;0;34;91,89;493,39;578,02;519,20;510,32;587,06;NA;NA;Grupo 3;53,1;100,00;88,4;11,6;0,0;De 31 a 60 alunos
2015;11;RO;1100049;Cacoal;11026197;EEEFM CARLOS DRUMMOND DE ANDRADE;2;1;144;0;91;63,19;451,64;514,60;457,10;431,08;467,25;NA;NA;Grupo 3;58,7;71,43;78,9;4,2;16,9;Maior que 90 alunos
2015;11;RO;1100049;Cacoal;11026278;EEEFM CORA CORALINA;2;1;232;3;198;85,34;483,37;564,91;506,43;487,93;538,08;NA;NA;Grupo 3;63,0;70,71;82,3;12,7;5,0;Maior que 90 alunos
2015;11;RO;1100049;Cacoal;11026324;ESCOLA DANIEL BERG;4;1;75;1;67;89,33;522,23;586,94;528,37;539,32;574,63;NA;NA;Grupo 4;58,8;64,18;93,1;5,4;1,5;De 61 a 90 alunos
2015;11;RO;1100049;Cacoal;11027290;EEBP ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI;4;1;52;0;50;96,15;482,98;570,03;499,65;495,67;566,40;NA;NA;Grupo 3;46,2;100,00;95,2;4,8;0,0;De 31 a 60 alunos
2015;11;RO;1100049;Cacoal;11027347;EEEFM CLODOALDO NUNES DE ALMEIDA;2;1;303;7;158;52,15;454,12;532,66;465,91;432,19;479,24;NA;NA;Grupo 3;55,3;39,24;77,9;14,6;7,5;Maior que 90 alunos
2015;11;RO;1100049;Cacoal;11027355;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO FAMILIA AGRICOLA PE EZEQUIEL RAMIN;4;2;25;0;14;56,00;486,69;511,87;481,09;434,24;481,43;NA;NA;Grupo 3;33,3;100,00;100,0;0,0;0,0;De 1 a 30 alunos
2015;11;RO;1100049;Cacoal;11027401;EEEFM CELSO FERREIRA DA CUNHA;2;1;27;1;21;77,78;450,41;527,69;474,18;422,99;511,43;NA;NA;Grupo 3;58,3;80,95;76,7;9,3;14,0;De 1 a 30 alunos
2015;11;RO;1100098;Espigão D'Oeste;11027754;EEEFM JEAN PIAGET;2;1;58;1;41;70,69;449,91;519,51;483,66;448,41;488,78;NA;NA;Grupo 3;55,4;65,85;81,1;18,9;0,0;De 31 a 60 alunos
2015;11;RO;1100098;Espigão D'Oeste;11028424;EEEFM 7 DE SETEMBRO;2;1;264;4;188;71,21;468,56;540,41;475,39;458,10;491,95;NA;NA;Grupo 3;57,0;81,91;70,2;11,9;17,9;Maior que 90 alunos
2015;11;RO;1100288;Rolim de Moura;11028750;EEEFM CARLOS DRUMOND DE ANDRADE;2;1;76;1;52;68,42;475,05;519,65;468,74;431,43;473,08;NA;NA;Grupo 3;34,3;53,85;69,5;3,8;26,7;De 61 a 90 alunos
2015;11;RO;1100288;Rolim de Moura;11029056;EEEFM JOSE ROSALES DOS SANTOS;2;1;28;1;16;57,14;451,56;557,67;490,61;467,33;461,25;NA;NA;Grupo 3;51,9;43,75;90,5;9,5;0,0;De 1 a 30 alunos
2015;11;RO;1100288;Rolim de Moura;11029110;EEEFM MARIA DO CARMO DE OLIVEIRA RABELO;2;1;26;1;14;53,85;438,10;541,93;462,94;445,72;452,86;NA;NA;Grupo 3;46,2;71,43;82,1;14,3;3,6;De 1 a 30 alunos
2015;11;RO;1100288;Rolim de Moura;11029170;EEEFM NILSON SILVA;2;1;39;3;27;69,23;463,27;543,31;487,63;450,58;486,67;NA;NA;Grupo 3;42,3;70,37;83,7;16,3;0,0;De 31 a 60 alunos
2015;11;RO;1100288;Rolim de Moura;11029307;EEEFM PRISCILA RODRIGUES CHAGAS;2;1;35;0;27;77,14;452,88;528,64;466,69;419,14;507,41;NA;NA;Grupo 3;47,4;81,48;71,4;16,7;11,9;De 31 a 60 alunos
