NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2015;25;PB;2506509;Gurjão;25053728;EEEFM JUAREZ MARACAJA;2;1;30;0;26;86,67;442,98;517,99;464,30;394,10;522,31;NA;NA;Grupo 1;66,7;100,00;71,4;7,1;21,5;De 1 a 30 alunos
2015;25;PB;2513851;Santo André;25054023;EEEFM DEP ALVARO G QUEIROZ;2;1;23;0;17;73,91;458,01;550,69;496,57;419,74;534,12;NA;NA;Grupo 1;43,5;100,00;78,9;11,9;9,2;De 1 a 30 alunos
2015;25;PB;2514008;São João do Cariri;25054180;EEEFM JORNALISTA JOSE LEAL RAMOS;2;1;54;0;45;83,33;445,94;532,46;470,35;425,84;544,44;NA;NA;Grupo 2;32,0;100,00;76,9;12,3;10,8;De 31 a 60 alunos
2015;25;PB;2504074;Caraúbas;25054490;EEEFM CEL SERVELIANO DE FARIAS CASTRO;2;1;36;0;21;58,33;433,10;535,56;476,31;411,70;547,62;NA;NA;Grupo 1;46,2;95,24;93,4;0,0;6,6;De 31 a 60 alunos
2015;25;PB;2500908;Arara;25054783;EEEFM MONS JOSE PAULINO;2;1;86;1;48;55,81;435,56;517,43;470,54;417,63;530,00;NA;NA;Grupo 1;58,1;79,17;54,0;24,0;22,0;De 61 a 90 alunos
2015;25;PB;2501609;Barra de Santa Rosa;25055046;EEEFM JOSE LUIZ NETO;2;1;117;0;75;64,10;455,51;522,95;468,60;427,71;502,93;NA;NA;Grupo 1;59,4;94,67;81,2;7,1;11,7;Maior que 90 alunos
2015;25;PB;2505105;Cuité;25055836;EEEFM ORLANDO VENANCIO DOS SANTOS;2;1;103;3;81;78,64;483,38;570,25;520,94;480,60;583,21;NA;NA;Grupo 2;75,8;77,78;63,8;20,8;15,4;Maior que 90 alunos
2015;25;PB;2516151;Sossêgo;25056581;EEEFM JOSE VITORINO DE MEDEIROS;2;1;35;0;18;51,43;449,68;530,03;470,29;436,69;488,89;NA;NA;Grupo 1;18,5;61,11;79,1;5,0;15,9;De 31 a 60 alunos
2015;25;PB;2510105;Nova Floresta;25056620;EEEFM JOSE ROLDERICK DE OLIVEIRA;2;1;90;1;55;61,11;438,87;524,01;466,26;438,29;485,45;NA;NA;Grupo 1;67,9;87,27;77,3;9,2;13,5;De 61 a 90 alunos
2015;25;PB;2510501;Olivedos;25056778;COL MUL MONSENHOR STANISLAU;3;1;40;1;27;67,50;443,96;562,57;490,66;471,57;527,41;NA;NA;Grupo 2;47,7;92,59;83,7;11,4;4,9;De 31 a 60 alunos
2015;25;PB;2512002;Pocinhos;25057146;EEEFM ANTONIO GALDINO FILHO;2;1;155;1;107;69,03;460,03;551,60;491,23;442,76;545,42;NA;NA;Grupo 1;74,5;96,26;75,7;11,0;13,3;Maior que 90 alunos
2015;25;PB;2512705;Remígio;25057820;EEEFM JOSE B SOBRINHO;2;1;112;0;82;73,21;456,44;542,06;487,20;435,48;547,07;NA;NA;Grupo 2;62,5;84,15;58,0;28,6;13,4;Maior que 90 alunos
2015;25;PB;2516102;Soledade;25058304;EEEFM DR TRAJANO NOBREGA;2;1;97;1;65;67,01;460,60;549,34;493,02;454,79;563,38;NA;NA;Grupo 2;92,0;60,00;82,0;7,9;10,1;Maior que 90 alunos
2015;25;PB;2501005;Araruna;25058975;EEEFM BENJAMIN MARANHAO;2;1;151;0;86;56,95;449,57;529,69;479,92;437,52;532,79;NA;NA;Grupo 1;55,5;79,07;84,4;5,5;10,1;Maior que 90 alunos
2015;25;PB;2512747;Riachão;25058991;EEEFM PEDRO RIBEIRO DE LIMA;2;1;37;0;20;54,05;437,46;551,97;505,24;416,23;613,00;NA;NA;Grupo 1;33,8;85,00;80,6;3,9;15,5;De 31 a 60 alunos
2015;25;PB;2503506;Cacimba de Dentro;25059629;EEEFM SENADOR HUMBERTO LUCENA;2;1;150;2;84;56,00;443,10;530,17;476,43;431,77;507,86;NA;NA;Grupo 1;55,7;80,95;84,8;12,0;3,2;Maior que 90 alunos
2015;25;PB;2516003;Solânea;25060376;EEEFM DR ALFREDO PESSOA DE LIMA;2;1;81;0;58;71,60;454,21;538,88;468,95;426,10;523,98;NA;NA;Grupo 2;58,1;70,69;78,1;4,5;17,4;De 61 a 90 alunos
2015;25;PB;2516003;Solânea;25060406;EEEFM ARLINDO RAMALHO;2;1;56;0;29;51,79;437,13;524,74;451,51;410,95;494,48;NA;NA;Grupo 1;33,0;51,72;60,8;9,9;29,3;De 31 a 60 alunos
2015;25;PB;2516409;Tacima;25060996;EEEFM DR TERCILIO TEIXEIRA DA CRUZ;2;1;84;0;43;51,19;429,09;501,84;446,36;390,11;426,05;NA;NA;Grupo 1;47,9;90,70;76,3;7,1;16,6;De 61 a 90 alunos
2015;25;PB;2501203;Areial;25061402;EEEFM FRANCISCO A SILVA;2;1;46;0;31;67,39;455,40;539,89;480,93;432,63;527,74;NA;NA;Grupo 2;68,5;90,32;60,9;22,2;16,9;De 31 a 60 alunos
2015;25;PB;2506004;Esperança;25061631;CENTRO EDUCACIONAL MONTEIRO LOBATO;4;1;15;0;15;100,00;476,27;564,78;487,91;475,45;564,00;NA;NA;Grupo 3;48,7;80,00;94,5;3,6;1,9;De 1 a 30 alunos
2015;25;PB;2506004;Esperança;25061674;COLEGIO MENINO JESUS DE PRAGA;4;1;22;0;22;100,00;514,25;592,67;536,42;501,57;616,36;NA;NA;Grupo 3;40,5;86,36;92,2;7,8;0,0;De 1 a 30 alunos
2015;25;PB;2506004;Esperança;25061720;EEEFM MONS JOSE DA SILVA COUTINHO;2;1;141;0;95;67,38;454,42;537,90;494,52;438,77;538,32;NA;NA;Grupo 2;81,8;73,68;73,9;11,2;14,9;Maior que 90 alunos
2015;25;PB;2506004;Esperança;25061739;EEEFM IRINEU JOFFILY;2;1;87;0;57;65,52;450,51;544,55;484,02;450,44;511,58;NA;NA;Grupo 2;75,7;68,42;66,0;17,6;16,4;De 61 a 90 alunos
2015;25;PB;2509503;Montadas;25062069;EEEFM MARIA JOSE DE SOUZA;2;1;48;1;33;68,75;461,28;554,46;490,18;437,49;541,21;NA;NA;Grupo 2;82,1;84,85;78,8;9,1;12,1;De 31 a 60 alunos
2015;25;PB;2515104;São Sebastião de Lagoa de Roça;25062220;EEEFM MONS JOSE BORGES;2;2;97;0;69;71,13;450,97;541,07;471,54;440,70;535,94;NA;NA;Grupo 2;81,5;86,96;82,0;7,8;10,2;Maior que 90 alunos
2015;25;PB;2500304;Alagoa Grande;25062638;EEEFM PADRE HILDON BANDEIRA;2;1;165;0;103;62,42;443,79;523,04;475,00;415,91;518,25;NA;NA;Grupo 1;79,5;86,41;70,2;16,7;13,1;Maior que 90 alunos
2015;25;PB;2500304;Alagoa Grande;25062832;SISTEMA DINAMICO DE ENSINO - CANTINHO DO SABER;4;1;19;0;17;89,47;498,08;576,96;533,04;507,74;644,71;NA;NA;Grupo 4;53,3;82,35;95,2;4,8;0,0;De 1 a 30 alunos
2015;25;PB;2500403;Alagoa Nova;25063340;EEEFM MONSENHOR JOSE BORGES DE CARVALHO;2;1;116;0;88;75,86;451,85;546,26;487,80;444,79;534,09;NA;NA;Grupo 2;72,6;94,32;83,1;7,2;9,7;Maior que 90 alunos
2015;25;PB;2509339;Matinhas;25063359;EEEFM DESEMBARGADOR ARTUR VIRGINIO DE MOURA;2;1;32;1;16;50,00;442,65;536,84;447,81;418,46;500,00;NA;NA;Grupo 2;57,5;62,50;72,6;10,1;17,3;De 31 a 60 alunos
2015;25;PB;2501104;Areia;25064061;COLEGIO SANTA RITA;4;1;20;0;20;100,00;512,70;604,46;558,52;504,42;616,25;NA;NA;Grupo 4;45,0;85,00;96,4;3,6;0,0;De 1 a 30 alunos
2015;25;PB;2501104;Areia;25064126;EEEIEFM CARLOTA BARREIRA;2;1;61;0;48;78,69;453,45;552,04;490,33;435,48;547,92;NA;NA;Grupo 2;68,6;75,00;73,3;16,1;10,6;De 61 a 90 alunos
2015;25;PB;2501104;Areia;25064134;EEEFM MIN J A ALMEIDA;2;1;74;0;46;62,16;442,28;522,31;473,09;412,21;514,35;NA;NA;Grupo 2;77,8;82,61;80,6;11,6;7,8;De 61 a 90 alunos
2015;25;PB;2501500;Bananeiras;25064800;UFPB - COLEGIO AGRICOLA VIDAL DE NEGREIROS DA UFPB;1;2;64;0;41;64,06;461,10;540,97;475,41;448,20;497,07;NA;NA;Grupo 2;69,1;85,37;NA;NA;NA;De 61 a 90 alunos
2015;25;PB;2501500;Bananeiras;25064894;EEEFM JOSE ROCHA SOBRINHO CEPES BN-1;2;1;192;0;139;72,40;455,08;529,06;482,93;427,31;535,68;NA;NA;Grupo 1;33,2;66,91;67,2;18,4;14,4;Maior que 90 alunos
2015;25;PB;2511608;Pilões;25065726;EEEFM ANTONIETA C DE MENEZES;2;1;61;0;38;62,30;417,18;510,29;454,39;403,50;467,89;NA;NA;Grupo 2;49,6;94,74;85,0;5,8;9,2;De 61 a 90 alunos
2015;25;PB;2515906;Serraria;25066013;EEEFM ANTONIO BENTO;2;1;24;0;18;75,00;422,02;522,83;452,79;402,30;523,33;NA;NA;Grupo 1;44,0;22,22;80,2;2,1;17,7;De 1 a 30 alunos
2015;25;PB;2500502;Alagoinha;25066374;EEEFM AGENOR CLEMENTE DOS SANTOS;2;1;92;0;61;66,30;444,85;508,91;459,16;415,42;506,89;NA;NA;Grupo 2;56,9;88,52;77,0;11,8;11,2;Maior que 90 alunos
2015;25;PB;2500809;Araçagi;25066676;EEEM FRANCISCO PESSOA DE BRITO;2;1;138;1;79;57,25;433,64;531,73;474,34;430,98;490,13;NA;NA;Grupo 1;60,6;91,14;79,1;3,6;17,3;Maior que 90 alunos
2015;25;PB;2501906;Belém;25067133;EEEFM MARCIA GUEDES ALCOFORADO DE CARVALHO;2;1;140;1;83;59,29;443,31;527,31;477,29;423,37;517,75;NA;NA;Grupo 1;53,1;89,16;76,8;13,0;10,2;Maior que 90 alunos
2015;25;PB;2503605;Caiçara;25067460;EEEFM PROF MARIA GERTRUDES DE CARVALHO NEVES;2;1;40;0;33;82,50;446,81;535,47;484,54;426,13;506,67;NA;NA;Grupo 1;42,3;87,88;83,5;8,7;7,8;De 31 a 60 alunos
2015;25;PB;2508554;Logradouro;25067737;EEEFM PREFEITO JOSE ANTONIO NEVES;2;1;23;0;13;56,52;427,01;530,25;434,97;455,89;496,92;NA;NA;Grupo 1;29,7;69,23;86,5;4,5;9,0;De 1 a 30 alunos
2015;25;PB;2505204;Cuitegi;25067869;EEEFM ODILON NELSON DANTAS;2;1;69;0;38;55,07;427,82;516,06;447,35;417,87;473,16;NA;NA;Grupo 1;35,3;84,21;70,0;5,5;24,5;De 61 a 90 alunos
2015;25;PB;2515930;Sertãozinho;25068342;EEEFM JOAO DE FREITAS MOUZINHO;2;1;58;0;37;63,79;452,18;537,33;477,66;439,54;478,38;NA;NA;Grupo 2;27,5;75,68;81,9;15,2;2,9;De 31 a 60 alunos
2015;25;PB;2506301;Guarabira;25068431;CENTRO EDUC N SRA DA LUZ LTDA;4;1;68;0;66;97,06;506,89;600,13;543,50;504,07;633,03;NA;NA;Grupo 4;53,3;81,82;99,6;0,4;0,0;De 61 a 90 alunos
2015;25;PB;2506301;Guarabira;25068458;COLEGIO SANTO ANTONIO;4;1;96;0;88;91,67;494,55;557,20;500,15;461,14;572,27;NA;NA;Grupo 3;58,9;87,50;94,0;4,1;1,9;Maior que 90 alunos
2015;25;PB;2506301;Guarabira;25068628;EEEFM MONSENHOR EMILIANO CRISTO;2;1;62;0;43;69,35;454,62;530,22;476,18;419,08;493,49;NA;NA;Grupo 2;64,6;67,44;85,2;1,6;13,2;De 61 a 90 alunos
2015;25;PB;2506301;Guarabira;25068636;EEEFM PROF JOSE SOARES DE CARVALHO;2;1;304;0;231;75,99;444,64;528,05;467,20;428,03;500,26;NA;NA;Grupo 2;67,3;53,68;77,5;4,8;17,7;Maior que 90 alunos
2015;25;PB;2508208;Lagoa de Dentro;25069357;EEEFM IVAN BICHARA SOBREIRA;2;1;90;3;48;53,33;426,91;514,68;446,47;387,66;464,58;NA;NA;Grupo 1;46,9;79,17;81,7;6,8;11,5;De 61 a 90 alunos
2015;25;PB;2515609;Serra da Raiz;25070576;EEEFM MARIA JOSE MIRANDA BURITY;2;2;43;0;25;58,14;442,69;519,36;476,10;412,15;496,80;NA;NA;Grupo 1;41,5;92,00;100,0;0,0;0,0;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25071009;CIE - CENTRO INTERATIVO DE ENSINO LTDA;4;1;31;0;30;96,77;490,23;562,08;510,63;461,74;592,00;NA;NA;Grupo 3;58,3;80,00;91,2;3,9;4,9;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25071068;COLEGIO DJANIRA TAVARES;4;1;26;0;24;92,31;549,63;606,65;569,39;575,00;690,00;NA;NA;Grupo 4;65,2;95,83;97,6;2,4;0,0;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25071106;COLEGIO IMACULADA CONCEICAO;4;1;137;0;129;94,16;572,52;640,28;580,30;603,89;783,57;NA;NA;Grupo 5;60,2;86,05;99,0;1,0;0,0;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25071491;COLEGIO ROSA MISTICA;4;1;35;0;32;91,43;498,13;596,91;531,40;494,81;621,25;NA;NA;Grupo 3;86,0;84,38;NA;NA;NA;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25071661;ESC CENECISTA CONEGO PEDRO SERRAO;4;1;19;0;18;94,74;482,83;538,38;498,89;451,68;563,33;NA;NA;Grupo 3;43,2;61,11;93,3;6,7;0,0;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25071882;ESCOLA SANTO ONOFRE;4;1;47;0;46;97,87;504,67;595,87;530,55;488,87;640,87;NA;NA;Grupo 3;67,7;80,43;96,0;4,0;0,0;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072005;EEEFM ADEMAR VELOSO SILVEIRA;2;1;104;3;73;70,19;456,82;556,67;504,07;459,42;557,53;NA;NA;Grupo 3;69,1;61,64;63,5;10,7;25,8;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072013;EEEFM PROF RAUL CORDULA;2;1;141;0;121;85,82;468,27;561,30;506,28;458,60;569,92;NA;NA;Grupo 3;87,7;63,64;74,8;11,9;13,3;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072021;EEEFM SEN ARGEMIRO DE FIGUEIREDO;2;1;101;1;83;82,18;460,98;545,64;495,19;448,28;556,14;NA;NA;Grupo 3;52,6;48,19;70,6;12,9;16,5;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072030;EEEFM NENZINHA CUNHA LIMA;2;1;59;1;36;61,02;464,52;538,10;488,80;437,85;553,75;NA;NA;Grupo 2;92,7;75,00;74,9;8,1;17,0;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072099;EEEFM ASSIS CHATEAUBRIAND;2;1;73;1;51;69,86;462,68;552,10;496,41;435,02;506,67;NA;NA;Grupo 2;82,0;68,63;69,1;11,6;19,3;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072102;EEEFM DEP ALVARO GAUDENCIO DE QUEIROZ;2;1;98;0;90;91,84;474,38;556,49;503,54;467,85;565,78;NA;NA;Grupo 3;85,2;44,44;67,5;23,4;9,1;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072110;EEEFM FELIX ARAUJO;2;1;156;0;139;89,10;464,82;549,64;487,76;448,70;525,48;NA;NA;Grupo 3;87,9;72,66;80,7;9,5;9,8;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072129;EEEFM SAO SEBASTIAO;2;1;59;0;46;77,97;454,58;537,45;501,00;427,32;543,48;NA;NA;Grupo 3;96,6;73,91;86,5;3,7;9,8;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072137;EEEFM PROF ANESIO LEAO;2;2;104;0;56;53,85;438,88;543,29;487,50;445,67;541,07;NA;NA;Grupo 3;40,5;91,07;74,0;9,0;17,0;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072145;EEEFM DOM LUIZ GONZAGA FERNANDES;2;1;39;0;33;84,62;456,64;539,47;493,78;449,40;578,79;NA;NA;Grupo 3;69,3;81,82;64,7;21,4;13,9;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072153;EEEFM SEVERINO CABRAL;2;1;115;6;83;72,17;457,82;547,74;492,41;441,88;546,99;NA;NA;Grupo 3;74,4;63,86;79,0;17,0;4,0;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072218;EEEFM CLEMENTINO PROCOPIO;2;1;81;0;68;83,95;458,26;544,37;488,42;455,20;538,53;NA;NA;Grupo 3;80,7;69,12;75,1;14,5;10,4;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072277;EEEF MONTE CARMELO CEPES CGI;2;1;34;0;18;52,94;426,91;510,26;463,84;424,35;437,78;NA;NA;Grupo 3;72,9;72,22;72,8;11,6;15,6;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25072307;EEEF SOLON DE LUCENA;2;1;67;1;61;91,04;470,11;566,04;507,71;451,86;579,34;NA;NA;Grupo 3;81,5;68,85;80,0;9,6;10,4;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072404;EEEFM RUBENS DUTRA II;2;2;15;0;10;66,67;476,01;574,37;491,31;479,25;556,00;NA;NA;Grupo 2;66,0;90,00;82,1;5,1;12,8;De 1 a 30 alunos
2015;25;PB;2504009;Campina Grande;25072412;EEEFM ESCRITOR VIRGINIUS DA GAMA E MELO;2;1;73;0;57;78,08;476,58;564,44;501,57;470,05;596,84;NA;NA;Grupo 3;73,6;66,67;73,5;10,9;15,6;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072420;EEEM DR ELPIDIO DE ALMEIDA;2;1;256;0;218;85,16;468,96;557,70;506,20;454,15;563,21;NA;NA;Grupo 2;89,0;61,93;73,0;5,7;21,3;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072439;EEEFM DR HORTENSIO DE SOUSA RIBEIRO;2;1;141;0;135;95,74;462,33;553,59;500,59;450,23;582,96;NA;NA;Grupo 2;72,3;72,59;80,2;17,1;2,7;Maior que 90 alunos
2015;25;PB;2504009;Campina Grande;25072609;COLEGIO AUTENTICO LTDA;4;1;63;0;61;96,83;525,20;598,73;544,64;544,88;716,07;NA;NA;Grupo 5;53,8;62,30;90,0;8,6;1,4;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25072692;ENE PE EMIDIO VIANA CORREIA;2;1;53;0;30;56,60;441,23;544,41;489,91;423,36;507,33;NA;NA;Grupo 1;65,5;83,33;62,2;9,4;28,4;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25073214;ESC VIRGEM DE LOURDES;4;1;89;0;85;95,51;597,58;656,99;606,00;654,12;791,76;NA;NA;Grupo 5;73,0;92,94;93,4;4,0;2,6;De 61 a 90 alunos
2015;25;PB;2504009;Campina Grande;25075551;INST SANTO ANTONIO;4;1;19;0;19;100,00;487,61;564,33;510,89;472,48;558,95;NA;NA;Grupo 2;24,3;68,42;78,1;14,1;7,8;De 1 a 30 alunos
2015;25;PB;2502151;Boa Vista;25075918;EEEFM TEODOSIO DE OLIVEIRA LEDO;2;1;50;0;40;80,00;450,04;540,05;468,40;428,61;536,00;NA;NA;Grupo 1;44,6;87,50;83,1;11,9;5,0;De 31 a 60 alunos
2015;25;PB;2504009;Campina Grande;25076400;EEEFM PROF ANTONIO OLIVEIRA;2;1;55;1;37;67,27;445,27;538,21;494,06;415,18;522,70;NA;NA;Grupo 3;79,9;81,08;71,5;13,3;15,2;De 31 a 60 alunos
2015;25;PB;2506103;Fagundes;25077147;EEEFM JOANA EMILIA DA SILVA;2;1;92;0;61;66,30;454,39;552,55;479,28;444,72;525,25;NA;NA;Grupo 2;75,4;83,61;81,4;4,5;14,1;Maior que 90 alunos
2015;25;PB;2508307;Lagoa Seca;25077759;EEEFM FRANCISCA MARTINIANO DA ROCHA;2;1;131;0;77;58,78;450,76;537,11;483,61;436,79;523,12;NA;NA;Grupo 2;55,8;70,13;77,0;9,3;13,7;Maior que 90 alunos
2015;25;PB;2512408;Puxinanã;25078569;EEEF SEVERIANO PEDRO DO NASCIMENTO;2;2;19;0;16;84,21;449,06;519,79;468,49;440,76;452,50;NA;NA;Grupo 2;48,6;56,25;83,1;7,2;9,7;De 1 a 30 alunos
2015;25;PB;2512507;Queimadas;25078992;EEEFM FRANCISCO E DO REGO;2;1;285;0;180;63,16;449,83;528,90;468,79;430,57;500,67;NA;NA;Grupo 2;80,8;84,44;75,1;8,5;16,4;Maior que 90 alunos
2015;25;PB;2512507;Queimadas;25079956;COLEGIO MENINO JESUS;4;1;13;1;12;92,31;502,27;577,49;530,32;444,60;586,67;NA;NA;Grupo 1;51,2;100,00;96,2;3,8;0,0;De 1 a 30 alunos
2015;25;PB;2503803;Caldas Brandão;25080261;EEEFM MANOEL AVELINO DE PAIVA;2;1;33;0;22;66,67;422,67;496,76;455,16;435,01;516,36;NA;NA;Grupo 3;58,1;86,36;74,7;7,6;17,7;De 31 a 60 alunos
2015;25;PB;2506806;Ingá;25080849;EEEFM LUIS GONZAGA BURITY;2;1;126;0;72;57,14;438,19;519,98;470,38;421,87;491,39;NA;NA;Grupo 1;53,3;79,17;68,6;24,3;7,1;Maior que 90 alunos
2015;25;PB;2506905;Itabaiana;25081373;ANBEAS COLEGIO NOSSA SRA DA CONCEICAO;4;1;30;0;29;96,67;525,42;582,12;532,21;541,94;601,38;NA;NA;Grupo 3;72,0;93,10;78,7;21,3;0,0;De 1 a 30 alunos
2015;25;PB;2506905;Itabaiana;25081381;COLEGIO TECNICO COMERCIAL DOM BOSCO;4;1;31;0;28;90,32;452,17;530,03;486,69;446,20;512,14;NA;NA;Grupo 3;29,4;92,86;91,4;7,8;0,8;De 31 a 60 alunos
2015;25;PB;2506905;Itabaiana;25081403;EEEFM DR ANTONIO BATISTA SANTIAGO;2;1;95;1;51;53,68;447,22;525,78;465,89;450,84;504,31;NA;NA;Grupo 2;68,1;88,24;73,8;14,6;11,6;Maior que 90 alunos
2015;25;PB;2507200;Itatuba;25081888;EEEFM JOSE RODRIGUES DE ATAIDE;2;1;64;0;40;62,50;458,26;534,04;455,83;445,12;507,00;NA;NA;Grupo 2;72,1;95,00;87,0;5,2;7,8;De 61 a 90 alunos
2015;25;PB;2507606;Juarez Távora;25082272;EEEFM DOM ADAUTO;2;1;74;0;45;60,81;432,92;502,87;451,58;444,04;462,22;NA;NA;Grupo 1;30,8;46,67;69,5;16,6;13,9;De 61 a 90 alunos
2015;25;PB;2513109;Salgado de São Félix;25082922;EEEFM ANA RIBEIRO;2;1;65;0;33;50,77;439,77;520,79;456,38;436,72;477,58;NA;NA;Grupo 1;22,9;69,70;68,0;11,3;20,7;De 61 a 90 alunos
2015;25;PB;2501302;Aroeiras;25083490;EEEFM DEP CARLOS PESSOA FILHO;2;1;149;0;104;69,80;433,13;532,92;471,39;416,86;531,73;NA;NA;Grupo 1;72,7;86,54;82,8;3,7;13,5;Maior que 90 alunos
2015;25;PB;2506251;Gado Bravo;25084445;EEEFM JOAO DA SILVA MONTEIRO;2;1;105;0;55;52,38;435,23;529,62;450,04;414,95;483,64;NA;NA;Grupo 1;38,6;52,73;82,7;6,1;11,2;Maior que 90 alunos
2015;25;PB;2507309;Jacaraú;25086316;EEEFM ALZIRA LISBOA;2;1;123;0;91;73,98;452,67;536,21;485,49;425,06;512,09;NA;NA;Grupo 1;69,6;91,21;82,5;3,2;14,3;Maior que 90 alunos
2015;25;PB;2508901;Mamanguape;25086901;EEEFM SENADOR RUI CARNEIRO;2;1;313;0;161;51,44;434,44;514,74;458,85;408,59;486,34;NA;NA;Grupo 1;53,0;84,47;73,4;5,7;20,9;Maior que 90 alunos
2015;25;PB;2508901;Mamanguape;25086928;EEEF PROFESSOR LUIZ APRIGIO;2;1;75;0;42;56,00;433,52;515,20;451,07;424,90;488,10;NA;NA;Grupo 2;37,2;76,19;74,6;8,0;17,4;De 61 a 90 alunos
2015;25;PB;2508901;Mamanguape;25087193;INSTITUTO MODERNO;4;1;40;0;36;90,00;467,49;548,43;494,17;468,34;548,33;NA;NA;Grupo 3;60,5;91,67;94,9;4,0;1,1;De 31 a 60 alunos
2015;25;PB;2509305;Mataraca;25087738;EEEFM PEDRO POTI;2;1;90;0;46;51,11;443,82;520,05;475,80;428,98;454,35;NA;NA;Grupo 2;50,0;84,78;69,7;4,2;26,1;De 61 a 90 alunos
2015;25;PB;2512903;Rio Tinto;25087860;EEEFM PROF LUIZ GONZAGA BURITY;2;1;133;0;81;60,90;445,09;521,60;461,69;426,15;489,14;NA;NA;Grupo 2;51,4;85,19;76,4;3,0;20,6;Maior que 90 alunos
2015;25;PB;2507903;Juripiranga;25088785;EEEFM TEONAS DA CUNHA CAVALCANTE;2;1;96;0;55;57,29;431,26;513,24;469,44;424,41;504,73;NA;NA;Grupo 1;54,2;83,64;80,2;8,3;11,5;Maior que 90 alunos
2015;25;PB;2509107;Mari;25089013;EEEFM JOSE PAULO DE FRANCA;2;1;105;1;78;74,29;460,39;534,93;472,73;452,56;531,28;NA;NA;Grupo 1;52,9;89,74;77,1;15,8;7,1;Maior que 90 alunos
2015;25;PB;2511509;Pilar;25089250;EEEFM JOSE LINS DO REGO;2;1;68;0;45;66,18;446,28;536,32;480,53;431,10;509,33;NA;NA;Grupo 2;82,4;86,67;88,6;6,4;5,0;De 61 a 90 alunos
2015;25;PB;2515005;São Miguel de Taipu;25089552;EEEFM MARIA LINS;2;1;73;0;38;52,05;442,59;522,94;468,41;415,47;467,89;NA;NA;Grupo 2;36,9;57,89;77,9;4,2;17,9;De 61 a 90 alunos
2015;25;PB;2515302;Sapé;25089781;EEEFM MONS ODILON ALVES PEDROSA;2;1;298;0;154;51,68;444,48;529,17;476,11;427,26;522,34;NA;NA;Grupo 2;49,1;76,62;78,3;14,7;7,0;Maior que 90 alunos
2015;25;PB;2515302;Sapé;25089820;EEEFM GENTIL LINS;2;1;48;0;29;60,42;449,06;524,10;483,41;434,59;541,38;NA;NA;Grupo 3;44,1;89,66;86,5;6,5;7,0;De 31 a 60 alunos
2015;25;PB;2515302;Sapé;25090631;INSTITUTO MON SERRAT;4;1;18;0;18;100,00;536,82;595,69;531,42;585,97;691,11;NA;NA;Grupo 4;34,3;83,33;86,1;13,9;0,0;De 1 a 30 alunos
2015;25;PB;2501807;Bayeux;25090852;ESCOLA SENHOR DO BONFIM;4;1;84;0;79;94,05;486,82;580,16;522,82;501,42;633,67;NA;NA;Grupo 3;57,7;68,35;91,2;8,0;0,8;De 61 a 90 alunos
2015;25;PB;2501807;Bayeux;25090887;EEEFM PROF ANTONIO GOMES;2;1;105;0;59;56,19;430,74;531,23;461,83;410,50;475,25;NA;NA;Grupo 2;65,3;61,02;65,8;12,7;21,5;Maior que 90 alunos
